area,area_normal,floor,floor_normal,avgTemp,avgTemp_normal,semester,usage,catagories
1318.59,0.0255,2,0.0526,30,0.7143,0,5580,lecture
1318.59,0.0255,2,0.0526,30,0.7143,0,7500,lecture
1318.59,0.0255,2,0.0526,30,0.7143,1,7020,lecture
1318.59,0.0255,2,0.0526,29,0.5714,1,7080,lecture
1318.59,0.0255,2,0.0526,29,0.5714,1,7020,lecture
1318.59,0.0255,2,0.0526,29,0.5714,1,7200,lecture
1318.59,0.0255,2,0.0526,28,0.4286,1,5340,lecture
1318.59,0.0255,2,0.0526,27,0.2857,1,5160,lecture
1318.59,0.0255,2,0.0526,28,0.4286,1,5820,lecture
1318.59,0.0255,2,0.0526,31,0.8571,1,7200,lecture
1318.59,0.0255,2,0.0526,32,1.0000,1,6840,lecture
1318.59,0.0255,2,0.0526,32,1.0000,1,6300,lecture
1318.59,0.0255,2,0.0526,29,0.5714,0,5460,lecture
1318.59,0.0255,2,0.0526,29,0.5714,0,6420,lecture
1318.59,0.0255,2,0.0526,30,0.7143,1,7320,lecture
1318.59,0.0255,2,0.0526,29,0.5714,1,7380,lecture
1318.59,0.0255,2,0.0526,29,0.5714,1,6360,lecture
1318.59,0.0255,2,0.0526,29,0.5714,1,6780,lecture
1318.59,0.0255,2,0.0526,27,0.2857,1,5100,lecture
1318.59,0.0255,2,0.0526,27,0.2857,1,5760,lecture
1318.59,0.0255,2,0.0526,28,0.4286,1,6180,lecture
1318.59,0.0255,2,0.0526,30,0.7143,1,8400,lecture
1318.59,0.0255,2,0.0526,31,0.8571,1,6180,lecture
1318.59,0.0255,2,0.0526,30,0.7143,1,6540,lecture
1318.59,0.0255,2,0.0526,29,0.5714,0,6360,lecture
1318.59,0.0255,2,0.0526,29,0.5714,0,5700,lecture
1318.59,0.0255,2,0.0526,29,0.5714,1,7560,lecture
1318.59,0.0255,2,0.0526,29,0.5714,1,6960,lecture
1318.59,0.0255,2,0.0526,28,0.4286,1,5340,lecture
1318.59,0.0255,2,0.0526,28,0.4286,1,5760,lecture
1318.59,0.0255,2,0.0526,26,0.1429,1,4080,lecture
1318.59,0.0255,2,0.0526,27,0.2857,1,4620,lecture
1318.59,0.0255,2,0.0526,27,0.2857,1,5040,lecture
1318.59,0.0255,2,0.0526,29,0.5714,1,5160,lecture
1318.59,0.0255,2,0.0526,29,0.5714,1,4980,lecture
1318.59,0.0255,2,0.0526,29,0.5714,1,4860,lecture
1318.59,0.0255,2,0.0526,30,0.7143,0,4740,lecture
1318.59,0.0255,2,0.0526,29,0.5714,0,4680,lecture
1318.59,0.0255,2,0.0526,29,0.5714,1,5880,lecture
1318.59,0.0255,2,0.0526,29,0.5714,1,4440,lecture
1318.59,0.0255,2,0.0526,29,0.5714,1,4620,lecture
1318.59,0.0255,2,0.0526,29,0.5714,1,5160,lecture
1318.59,0.0255,2,0.0526,28,0.4286,1,3960,lecture
14469.88,0.2907,4,0.1579,28,0.4286,1,109000,lecture
14469.88,0.2907,4,0.1579,30,0.7143,1,127000,lecture
14469.88,0.2907,4,0.1579,31,0.8571,0,118000,lecture
14469.88,0.2907,4,0.1579,32,1.0000,0,92000,lecture
14469.88,0.2907,4,0.1579,32,1.0000,0,129000,lecture
14469.88,0.2907,4,0.1579,30,0.7143,1,145000,lecture
14469.88,0.2907,4,0.1579,30,0.7143,1,135000,lecture
14469.88,0.2907,4,0.1579,30,0.7143,1,140000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,137000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,0,127000,lecture
14469.88,0.2907,4,0.1579,30,0.7143,1,139000,lecture
14469.88,0.2907,4,0.1579,25,0.0000,1,89000,lecture
14469.88,0.2907,4,0.1579,25,0.0000,1,84000,lecture
14469.88,0.2907,4,0.1579,28,0.4286,1,111000,lecture
14469.88,0.2907,4,0.1579,30,0.7143,1,129000,lecture
14469.88,0.2907,4,0.1579,31,0.8571,1,101000,lecture
14469.88,0.2907,4,0.1579,31,0.8571,1,103000,lecture
14469.88,0.2907,4,0.1579,30,0.7143,0,104000,lecture
14469.88,0.2907,4,0.1579,30,0.7143,0,114000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,129000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,153000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,144000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,153000,lecture
14469.88,0.2907,4,0.1579,27,0.2857,1,96000,lecture
14469.88,0.2907,4,0.1579,26,0.1429,1,106000,lecture
14469.88,0.2907,4,0.1579,28,0.4286,1,111000,lecture
14469.88,0.2907,4,0.1579,30,0.7143,1,126000,lecture
14469.88,0.2907,4,0.1579,30,0.7143,1,114000,lecture
14469.88,0.2907,4,0.1579,31,0.8571,1,102000,lecture
14469.88,0.2907,4,0.1579,30,0.7143,0,85000,lecture
14469.88,0.2907,4,0.1579,30,0.7143,0,108000,lecture
14469.88,0.2907,4,0.1579,30,0.7143,1,112000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,132000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,137000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,152000,lecture
14469.88,0.2907,4,0.1579,28,0.4286,1,110000,lecture
14469.88,0.2907,4,0.1579,27,0.2857,1,120000,lecture
14469.88,0.2907,4,0.1579,28,0.4286,1,139000,lecture
14469.88,0.2907,4,0.1579,31,0.8571,1,174000,lecture
14469.88,0.2907,4,0.1579,32,1.0000,1,155000,lecture
14469.88,0.2907,4,0.1579,32,1.0000,1,142000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,0,111000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,0,115000,lecture
14469.88,0.2907,4,0.1579,30,0.7143,1,151000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,167000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,140000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,151000,lecture
14469.88,0.2907,4,0.1579,27,0.2857,1,90000,lecture
14469.88,0.2907,4,0.1579,27,0.2857,1,118000,lecture
14469.88,0.2907,4,0.1579,28,0.4286,1,127000,lecture
14469.88,0.2907,4,0.1579,30,0.7143,1,172000,lecture
14469.88,0.2907,4,0.1579,31,0.8571,1,133000,lecture
14469.88,0.2907,4,0.1579,30,0.7143,1,135000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,0,135000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,0,111000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,143000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,163000,lecture
14469.88,0.2907,4,0.1579,28,0.4286,1,140000,lecture
14469.88,0.2907,4,0.1579,28,0.4286,1,149000,lecture
14469.88,0.2907,4,0.1579,26,0.1429,1,149000,lecture
14469.88,0.2907,4,0.1579,27,0.2857,1,121000,lecture
14469.88,0.2907,4,0.1579,27,0.2857,1,127000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,153000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,126000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,136000,lecture
14469.88,0.2907,4,0.1579,30,0.7143,0,104000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,0,110000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,123000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,137000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,140000,lecture
14469.88,0.2907,4,0.1579,29,0.5714,1,144000,lecture
14469.88,0.2907,4,0.1579,28,0.4286,1,83000,lecture
2431.37,0.0479,5,0.2105,28,0.4286,1,18080,lecture
2431.37,0.0479,5,0.2105,30,0.7143,1,14720,lecture
2431.37,0.0479,5,0.2105,31,0.8571,0,26800,lecture
2431.37,0.0479,5,0.2105,32,1.0000,0,21840,lecture
2431.37,0.0479,5,0.2105,32,1.0000,0,5680,lecture
2431.37,0.0479,5,0.2105,30,0.7143,1,12560,lecture
2431.37,0.0479,5,0.2105,30,0.7143,1,12960,lecture
2431.37,0.0479,5,0.2105,30,0.7143,1,12640,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,30880,lecture
2431.37,0.0479,5,0.2105,29,0.5714,0,11600,lecture
2431.37,0.0479,5,0.2105,30,0.7143,1,9840,lecture
2431.37,0.0479,5,0.2105,25,0.0000,1,23440,lecture
2431.37,0.0479,5,0.2105,25,0.0000,1,11600,lecture
2431.37,0.0479,5,0.2105,28,0.4286,1,21040,lecture
2431.37,0.0479,5,0.2105,30,0.7143,1,25600,lecture
2431.37,0.0479,5,0.2105,31,0.8571,1,14640,lecture
2431.37,0.0479,5,0.2105,31,0.8571,1,8560,lecture
2431.37,0.0479,5,0.2105,30,0.7143,0,11120,lecture
2431.37,0.0479,5,0.2105,30,0.7143,0,15120,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,11440,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,21200,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,14240,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,14240,lecture
2431.37,0.0479,5,0.2105,27,0.2857,1,14640,lecture
2431.37,0.0479,5,0.2105,26,0.1429,1,34320,lecture
2431.37,0.0479,5,0.2105,28,0.4286,1,30960,lecture
2431.37,0.0479,5,0.2105,30,0.7143,1,3680,lecture
2431.37,0.0479,5,0.2105,30,0.7143,1,1360,lecture
2431.37,0.0479,5,0.2105,31,0.8571,1,2800,lecture
2431.37,0.0479,5,0.2105,30,0.7143,0,6400,lecture
2431.37,0.0479,5,0.2105,30,0.7143,0,35440,lecture
2431.37,0.0479,5,0.2105,30,0.7143,1,38560,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,24960,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,13520,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,14800,lecture
2431.37,0.0479,5,0.2105,28,0.4286,1,20000,lecture
2431.37,0.0479,5,0.2105,27,0.2857,1,18720,lecture
2431.37,0.0479,5,0.2105,28,0.4286,1,9840,lecture
2431.37,0.0479,5,0.2105,31,0.8571,1,4560,lecture
2431.37,0.0479,5,0.2105,32,1.0000,1,12720,lecture
2431.37,0.0479,5,0.2105,32,1.0000,1,60640,lecture
2431.37,0.0479,5,0.2105,29,0.5714,0,52240,lecture
2431.37,0.0479,5,0.2105,29,0.5714,0,41120,lecture
2431.37,0.0479,5,0.2105,30,0.7143,1,19920,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,18800,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,15440,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,17200,lecture
2431.37,0.0479,5,0.2105,27,0.2857,1,11600,lecture
2431.37,0.0479,5,0.2105,27,0.2857,1,17440,lecture
2431.37,0.0479,5,0.2105,28,0.4286,1,20800,lecture
2431.37,0.0479,5,0.2105,30,0.7143,1,21200,lecture
2431.37,0.0479,5,0.2105,31,0.8571,1,26400,lecture
2431.37,0.0479,5,0.2105,30,0.7143,1,26480,lecture
2431.37,0.0479,5,0.2105,29,0.5714,0,11840,lecture
2431.37,0.0479,5,0.2105,29,0.5714,0,10240,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,18320,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,17120,lecture
2431.37,0.0479,5,0.2105,28,0.4286,1,18160,lecture
2431.37,0.0479,5,0.2105,28,0.4286,1,18480,lecture
2431.37,0.0479,5,0.2105,26,0.1429,1,8000,lecture
2431.37,0.0479,5,0.2105,27,0.2857,1,12720,lecture
2431.37,0.0479,5,0.2105,27,0.2857,1,11760,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,26400,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,14000,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,15120,lecture
2431.37,0.0479,5,0.2105,30,0.7143,0,25360,lecture
2431.37,0.0479,5,0.2105,29,0.5714,0,12320,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,11920,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,25040,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,18720,lecture
2431.37,0.0479,5,0.2105,29,0.5714,1,24080,lecture
2431.37,0.0479,5,0.2105,28,0.4286,1,25920,lecture
1057.58,0.0202,3,0.1053,25,0.0000,1,5000,lecture
1057.58,0.0202,3,0.1053,28,0.4286,1,5800,lecture
1057.58,0.0202,3,0.1053,30,0.7143,1,5628,lecture
1057.58,0.0202,3,0.1053,31,0.8571,1,6052,lecture
1057.58,0.0202,3,0.1053,31,0.8571,1,4259,lecture
1057.58,0.0202,3,0.1053,30,0.7143,0,6051,lecture
1057.58,0.0202,3,0.1053,30,0.7143,0,6000,lecture
1057.58,0.0202,3,0.1053,29,0.5714,1,4259,lecture
1057.58,0.0202,3,0.1053,29,0.5714,1,4259,lecture
1057.58,0.0202,3,0.1053,29,0.5714,1,4383,lecture
1057.58,0.0202,3,0.1053,29,0.5714,1,7617,lecture
1057.58,0.0202,3,0.1053,27,0.2857,1,4673,lecture
1057.58,0.0202,3,0.1053,26,0.1429,1,4673,lecture
1057.58,0.0202,3,0.1053,28,0.4286,1,5595,lecture
1057.58,0.0202,3,0.1053,30,0.7143,1,7466,lecture
1057.58,0.0202,3,0.1053,30,0.7143,1,8033,lecture
1057.58,0.0202,3,0.1053,31,0.8571,1,8061,lecture
1057.58,0.0202,3,0.1053,30,0.7143,0,8343,lecture
1057.58,0.0202,3,0.1053,30,0.7143,0,7884,lecture
1057.58,0.0202,3,0.1053,30,0.7143,1,7228,lecture
1057.58,0.0202,3,0.1053,29,0.5714,1,8506,lecture
1057.58,0.0202,3,0.1053,29,0.5714,1,56,lecture
1057.58,0.0202,3,0.1053,29,0.5714,1,76,lecture
1057.58,0.0202,3,0.1053,28,0.4286,1,8699,lecture
1057.58,0.0202,3,0.1053,27,0.2857,1,9900,lecture
1057.58,0.0202,3,0.1053,28,0.4286,1,13728,lecture
1057.58,0.0202,3,0.1053,31,0.8571,1,31735,lecture
1057.58,0.0202,3,0.1053,32,1.0000,1,30099,lecture
1057.58,0.0202,3,0.1053,32,1.0000,1,31454,lecture
1057.58,0.0202,3,0.1053,29,0.5714,0,35833,lecture
1057.58,0.0202,3,0.1053,29,0.5714,0,28187,lecture
1057.58,0.0202,3,0.1053,30,0.7143,1,36319,lecture
1057.58,0.0202,3,0.1053,29,0.5714,1,34794,lecture
1057.58,0.0202,3,0.1053,29,0.5714,1,35057,lecture
1057.58,0.0202,3,0.1053,29,0.5714,1,36093,lecture
1057.58,0.0202,3,0.1053,27,0.2857,1,39557,lecture
1057.58,0.0202,3,0.1053,27,0.2857,1,22583,lecture
1057.58,0.0202,3,0.1053,28,0.4286,1,30920,lecture
1057.58,0.0202,3,0.1053,30,0.7143,1,44522,lecture
1057.58,0.0202,3,0.1053,31,0.8571,1,34768,lecture
1057.58,0.0202,3,0.1053,30,0.7143,1,35216,lecture
1057.58,0.0202,3,0.1053,29,0.5714,0,40612,lecture
1057.58,0.0202,3,0.1053,29,0.5714,0,37348,lecture
1057.58,0.0202,3,0.1053,29,0.5714,1,52562,lecture
1057.58,0.0202,3,0.1053,29,0.5714,1,48094,lecture
1057.58,0.0202,3,0.1053,28,0.4286,1,43524,lecture
1057.58,0.0202,3,0.1053,28,0.4286,1,51923,lecture
1057.58,0.0202,3,0.1053,26,0.1429,1,47047,lecture
1057.58,0.0202,3,0.1053,27,0.2857,1,51860,lecture
1057.58,0.0202,3,0.1053,27,0.2857,1,58709,lecture
1057.58,0.0202,3,0.1053,29,0.5714,1,59672,lecture
1057.58,0.0202,3,0.1053,29,0.5714,1,60292,lecture
1057.58,0.0202,3,0.1053,29,0.5714,1,65352,lecture
1057.58,0.0202,3,0.1053,30,0.7143,0,58772,lecture
1057.58,0.0202,3,0.1053,29,0.5714,0,62035,lecture
1057.58,0.0202,3,0.1053,29,0.5714,1,68745,lecture
1057.58,0.0202,3,0.1053,29,0.5714,1,59489,lecture
1057.58,0.0202,3,0.1053,29,0.5714,1,70178,lecture
1057.58,0.0202,3,0.1053,29,0.5714,1,68421,lecture
1057.58,0.0202,3,0.1053,28,0.4286,1,51612,lecture
3474.08,0.0690,3,0.1053,28,0.4286,1,19440,lecture
3474.08,0.0690,3,0.1053,30,0.7143,1,25720,lecture
3474.08,0.0690,3,0.1053,31,0.8571,0,14360,lecture
3474.08,0.0690,3,0.1053,32,1.0000,0,13800,lecture
3474.08,0.0690,3,0.1053,32,1.0000,0,16280,lecture
3474.08,0.0690,3,0.1053,30,0.7143,1,22540,lecture
3474.08,0.0690,3,0.1053,30,0.7143,1,22540,lecture
3474.08,0.0690,3,0.1053,30,0.7143,1,31120,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,26160,lecture
3474.08,0.0690,3,0.1053,29,0.5714,0,14600,lecture
3474.08,0.0690,3,0.1053,30,0.7143,1,19480,lecture
3474.08,0.0690,3,0.1053,25,0.0000,1,16320,lecture
3474.08,0.0690,3,0.1053,25,0.0000,1,12800,lecture
3474.08,0.0690,3,0.1053,28,0.4286,1,20040,lecture
3474.08,0.0690,3,0.1053,30,0.7143,1,18320,lecture
3474.08,0.0690,3,0.1053,31,0.8571,1,13800,lecture
3474.08,0.0690,3,0.1053,31,0.8571,1,11720,lecture
3474.08,0.0690,3,0.1053,30,0.7143,0,22120,lecture
3474.08,0.0690,3,0.1053,30,0.7143,0,22600,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,26800,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,22120,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,25423,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,22095,lecture
3474.08,0.0690,3,0.1053,27,0.2857,1,15720,lecture
3474.08,0.0690,3,0.1053,26,0.1429,1,27619,lecture
3474.08,0.0690,3,0.1053,28,0.4286,1,24879,lecture
3474.08,0.0690,3,0.1053,30,0.7143,1,29940,lecture
3474.08,0.0690,3,0.1053,30,0.7143,1,19919,lecture
3474.08,0.0690,3,0.1053,31,0.8571,1,15910,lecture
3474.08,0.0690,3,0.1053,30,0.7143,0,24206,lecture
3474.08,0.0690,3,0.1053,30,0.7143,0,14501,lecture
3474.08,0.0690,3,0.1053,30,0.7143,1,20466,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,37485,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,11042,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,40309,lecture
3474.08,0.0690,3,0.1053,28,0.4286,1,37485,lecture
3474.08,0.0690,3,0.1053,27,0.2857,1,21549,lecture
3474.08,0.0690,3,0.1053,28,0.4286,1,15912,lecture
3474.08,0.0690,3,0.1053,31,0.8571,1,27587,lecture
3474.08,0.0690,3,0.1053,32,1.0000,1,37833,lecture
3474.08,0.0690,3,0.1053,32,1.0000,1,21176,lecture
3474.08,0.0690,3,0.1053,29,0.5714,0,18578,lecture
3474.08,0.0690,3,0.1053,29,0.5714,0,16639,lecture
3474.08,0.0690,3,0.1053,30,0.7143,1,22325,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,22637,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,31918,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,15915,lecture
3474.08,0.0690,3,0.1053,27,0.2857,1,17348,lecture
3474.08,0.0690,3,0.1053,27,0.2857,1,23605,lecture
3474.08,0.0690,3,0.1053,28,0.4286,1,20928,lecture
3474.08,0.0690,3,0.1053,30,0.7143,1,23745,lecture
3474.08,0.0690,3,0.1053,31,0.8571,1,26198,lecture
3474.08,0.0690,3,0.1053,30,0.7143,1,21721,lecture
3474.08,0.0690,3,0.1053,29,0.5714,0,22561,lecture
3474.08,0.0690,3,0.1053,29,0.5714,0,24657,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,20002,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,28313,lecture
3474.08,0.0690,3,0.1053,28,0.4286,1,22727,lecture
3474.08,0.0690,3,0.1053,28,0.4286,1,31212,lecture
3474.08,0.0690,3,0.1053,26,0.1429,1,16793,lecture
3474.08,0.0690,3,0.1053,27,0.2857,1,20390,lecture
3474.08,0.0690,3,0.1053,27,0.2857,1,32491,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,25935,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,24310,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,25621,lecture
3474.08,0.0690,3,0.1053,30,0.7143,0,19824,lecture
3474.08,0.0690,3,0.1053,29,0.5714,0,25952,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,18072,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,39726,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,13250,lecture
3474.08,0.0690,3,0.1053,29,0.5714,1,29511,lecture
3474.08,0.0690,3,0.1053,28,0.4286,1,17331,lecture
17372.33,0.3492,11,0.5263,28,0.4286,1,82000,lecture
17372.33,0.3492,11,0.5263,30,0.7143,1,91000,lecture
17372.33,0.3492,11,0.5263,31,0.8571,0,86000,lecture
17372.33,0.3492,11,0.5263,32,1.0000,0,76000,lecture
17372.33,0.3492,11,0.5263,32,1.0000,0,89000,lecture
17372.33,0.3492,11,0.5263,30,0.7143,1,100000,lecture
17372.33,0.3492,11,0.5263,30,0.7143,1,80000,lecture
17372.33,0.3492,11,0.5263,30,0.7143,1,91000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,86000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,0,71000,lecture
17372.33,0.3492,11,0.5263,30,0.7143,1,86000,lecture
17372.33,0.3492,11,0.5263,25,0.0000,1,50000,lecture
17372.33,0.3492,11,0.5263,25,0.0000,1,47000,lecture
17372.33,0.3492,11,0.5263,28,0.4286,1,68000,lecture
17372.33,0.3492,11,0.5263,30,0.7143,1,81000,lecture
17372.33,0.3492,11,0.5263,31,0.8571,1,67000,lecture
17372.33,0.3492,11,0.5263,31,0.8571,1,65000,lecture
17372.33,0.3492,11,0.5263,30,0.7143,0,66000,lecture
17372.33,0.3492,11,0.5263,30,0.7143,0,65000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,75000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,87000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,85000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,87000,lecture
17372.33,0.3492,11,0.5263,27,0.2857,1,47000,lecture
17372.33,0.3492,11,0.5263,26,0.1429,1,56000,lecture
17372.33,0.3492,11,0.5263,28,0.4286,1,76000,lecture
17372.33,0.3492,11,0.5263,30,0.7143,1,85000,lecture
17372.33,0.3492,11,0.5263,30,0.7143,1,84000,lecture
17372.33,0.3492,11,0.5263,31,0.8571,1,75000,lecture
17372.33,0.3492,11,0.5263,30,0.7143,0,61000,lecture
17372.33,0.3492,11,0.5263,30,0.7143,0,79000,lecture
17372.33,0.3492,11,0.5263,30,0.7143,1,86000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,92000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,86000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,92000,lecture
17372.33,0.3492,11,0.5263,28,0.4286,1,57000,lecture
17372.33,0.3492,11,0.5263,27,0.2857,1,66000,lecture
17372.33,0.3492,11,0.5263,28,0.4286,1,77000,lecture
17372.33,0.3492,11,0.5263,31,0.8571,1,98000,lecture
17372.33,0.3492,11,0.5263,32,1.0000,1,91000,lecture
17372.33,0.3492,11,0.5263,32,1.0000,1,69000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,0,65000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,0,65000,lecture
17372.33,0.3492,11,0.5263,30,0.7143,1,87000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,82000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,79000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,85000,lecture
17372.33,0.3492,11,0.5263,27,0.2857,1,47000,lecture
17372.33,0.3492,11,0.5263,27,0.2857,1,63000,lecture
17372.33,0.3492,11,0.5263,28,0.4286,1,70000,lecture
17372.33,0.3492,11,0.5263,30,0.7143,1,92000,lecture
17372.33,0.3492,11,0.5263,31,0.8571,1,75000,lecture
17372.33,0.3492,11,0.5263,30,0.7143,1,76000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,0,76000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,0,63000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,76000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,82000,lecture
17372.33,0.3492,11,0.5263,28,0.4286,1,66000,lecture
17372.33,0.3492,11,0.5263,28,0.4286,1,76000,lecture
17372.33,0.3492,11,0.5263,26,0.1429,1,76000,lecture
17372.33,0.3492,11,0.5263,27,0.2857,1,60000,lecture
17372.33,0.3492,11,0.5263,27,0.2857,1,70000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,81000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,72000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,66000,lecture
17372.33,0.3492,11,0.5263,30,0.7143,0,69000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,0,68000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,74000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,79000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,79000,lecture
17372.33,0.3492,11,0.5263,29,0.5714,1,86000,lecture
17372.33,0.3492,11,0.5263,28,0.4286,1,50000,lecture
2242.33,0.0441,2,0.0526,28,0.4286,1,31440,lecture
2242.33,0.0441,2,0.0526,30,0.7143,1,33840,lecture
2242.33,0.0441,2,0.0526,31,0.8571,0,30640,lecture
2242.33,0.0441,2,0.0526,32,1.0000,0,26720,lecture
2242.33,0.0441,2,0.0526,32,1.0000,0,33920,lecture
2242.33,0.0441,2,0.0526,30,0.7143,1,36800,lecture
2242.33,0.0441,2,0.0526,30,0.7143,1,36160,lecture
2242.33,0.0441,2,0.0526,30,0.7143,1,40720,lecture
2242.33,0.0441,2,0.0526,29,0.5714,1,34320,lecture
2242.33,0.0441,2,0.0526,29,0.5714,0,29040,lecture
2242.33,0.0441,2,0.0526,30,0.7143,1,37040,lecture
2242.33,0.0441,2,0.0526,25,0.0000,1,20080,lecture
2242.33,0.0441,2,0.0526,25,0.0000,1,23040,lecture
2242.33,0.0441,2,0.0526,28,0.4286,1,49200,lecture
2242.33,0.0441,2,0.0526,30,0.7143,1,27840,lecture
2242.33,0.0441,2,0.0526,31,0.8571,1,22640,lecture
2242.33,0.0441,2,0.0526,31,0.8571,1,25760,lecture
2242.33,0.0441,2,0.0526,30,0.7143,0,25200,lecture
2242.33,0.0441,2,0.0526,30,0.7143,0,27520,lecture
2242.33,0.0441,2,0.0526,29,0.5714,1,23760,lecture
2242.33,0.0441,2,0.0526,29,0.5714,1,26240,lecture
2242.33,0.0441,2,0.0526,29,0.5714,1,19440,lecture
2242.33,0.0441,2,0.0526,29,0.5714,1,18640,lecture
2242.33,0.0441,2,0.0526,27,0.2857,1,13640,lecture
2242.33,0.0441,2,0.0526,26,0.1429,1,13640,lecture
2242.33,0.0441,2,0.0526,28,0.4286,1,17600,lecture
2242.33,0.0441,2,0.0526,30,0.7143,1,20000,lecture
2242.33,0.0441,2,0.0526,30,0.7143,1,17760,lecture
2242.33,0.0441,2,0.0526,31,0.8571,1,16880,lecture
2242.33,0.0441,2,0.0526,30,0.7143,0,16480,lecture
2242.33,0.0441,2,0.0526,30,0.7143,0,17280,lecture
2242.33,0.0441,2,0.0526,30,0.7143,1,21200,lecture
